rung,model,harness,case,tier,correct,correct_rate,closeness_det,waste,prompt_tok,completion_tok,steps,hard_fail,total_s,err
5,gpt-5.6-luna,bare,fqa-fit-avg-session,num-avg,0,0.3333,0.2367,0,1400,8,0,0,1.435,
5,gpt-5.6-luna,bare,fqa-fit-distinct-activities,distinct-count,0,0.0,0.0,0,1400,5,0,0,4.132,
5,gpt-5.6-luna,bare,fqa-fit-longest,num-max,1,1.0,0.71,0,1398,5,0,0,3.14,
5,gpt-5.6-luna,bare,fqa-fit-run-count,num-filter,0,0.0,0.0,0,1397,5,0,0,2.753,
5,gpt-5.6-luna,bare,fqa-fit-run-km,num-filter,0,0.0,0.0,0,1397,8,0,0,1.18,
5,gpt-5.6-luna,bare,fqa-fit-top-activity,cat-groupby,1,1.0,0.8,0,1398,5,0,0,0.997,
5,gpt-5.6-luna,bare,fqa-fit-total-distance,num-aggregate,0,0.0,0.0,0,2186,8,0,0,2.222,
5,gpt-5.6-luna,bare,fqa-fit-total-min,num-aggregate,0,0.0,0.0,0,1398,7,0,0,0.944,
5,gpt-5.6-luna,bare,fqa-goals-most-behind,text-lookup,1,1.0,0.8,0,191,5,0,0,2.829,
5,gpt-5.6-luna,bare,fqa-jrnl-apr19,text-lookup,1,1.0,0.8,0,250,20,0,0,2.967,
5,gpt-5.6-luna,bare,fqa-jrnl-entries,text-count,1,1.0,0.71,0,1024,5,0,0,2.832,
5,gpt-5.6-luna,bare,fqa-jrnl-kyoto,text-search,1,1.0,0.8,0,245,5,0,0,2.911,
5,gpt-5.6-luna,bare,fqa-jrnl-stressed,text-count,1,1.0,0.71,0,247,5,0,0,1.499,
5,gpt-5.6-luna,bare,fqa-mf-most-over-budget,mf-join-compare,1,1.0,0.8,0,1764,5,0,0,2.967,
5,gpt-5.6-luna,bare,fqa-mf-pages-british,mf-join-aggregate,1,1.0,0.71,0,369,5,0,0,2.921,
5,gpt-5.6-luna,bare,fqa-mf-rent-vs-budget,mf-join-compare,0,0.0,0.0,0,1752,12,0,0,2.408,
5,gpt-5.6-luna,bare,fqa-mf-run-days-minutes,mf-doc-join,0,0.0,0.0,0,1579,5,0,0,3.16,
5,gpt-5.6-luna,bare,fqa-notool,no-tool,1,1.0,0.8,0,76,11,0,0,2.347,
5,gpt-5.6-luna,bare,fqa-pdf-deposit,text-lookup,1,1.0,0.71,0,497,7,0,0,3.024,
5,gpt-5.6-luna,bare,fqa-pdf-parking,text-lookup,1,1.0,0.71,0,1281,5,0,0,2.835,
5,gpt-5.6-luna,bare,fqa-pdf-rent,text-lookup,1,1.0,0.71,0,496,7,0,0,1.56,
5,gpt-5.6-luna,bare,fqa-read-avg-rating,num-avg,1,1.0,0.71,0,292,7,0,0,1.928,
5,gpt-5.6-luna,bare,fqa-read-finished-count,bool-filter,0,0.3333,0.4367,0,96,1,0,0,14.01,
5,gpt-5.6-luna,bare,fqa-read-finished-pages,num-aggregate,1,1.0,0.71,0,295,6,0,0,3.211,
5,gpt-5.6-luna,bare,fqa-read-genres,distinct-count,1,1.0,0.71,0,1137,5,0,0,2.984,
5,gpt-5.6-luna,bare,fqa-read-longest,text-max,1,1.0,0.77,0,294,10,0,0,2.369,
5,gpt-5.6-luna,bare,fqa-read-rated5,num-filter,1,1.0,0.71,0,290,5,0,0,3.105,
5,gpt-5.6-luna,bare,fqa-read-top-genre-pages,cat-groupby,1,0.6667,0.8,0,297,6,0,0,3.142,
5,gpt-5.6-luna,bare,fqa-read-unfinished,text-list,1,1.0,0.8,0,292,16,0,0,2.895,
5,gpt-5.6-luna,bare,fqa-refusal,refusal,1,1.0,0.8,0,296,8,0,0,3.247,
5,gpt-5.6-luna,bare,fqa-screen-days-over-150,num-filter,0,0.0,0.0,0,4121,5,0,0,2.794,
5,gpt-5.6-luna,bare,fqa-screen-second-app,cat-rank,1,1.0,0.8,0,4896,5,0,0,2.87,
5,gpt-5.6-luna,bare,fqa-screen-top-app,cat-groupby,1,1.0,0.8,0,4113,5,0,0,3.04,
5,gpt-5.6-luna,bare,fqa-screen-total,num-aggregate,0,0.0,0.0,0,4115,7,0,0,3.031,
5,gpt-5.6-luna,bare,fqa-sleep-at-least-8,num-filter,0,0.0,0.0,0,1589,5,0,0,3.066,
5,gpt-5.6-luna,bare,fqa-sleep-avg-hours,num-avg,1,1.0,0.71,0,1587,8,0,0,4.135,
5,gpt-5.6-luna,bare,fqa-subs-active-cost,num-filter,0,0.0,0.3,0,97,13,0,0,2.916,
5,gpt-5.6-luna,bare,fqa-subs-cheapest,text-min,0,0.0,0.8,0,874,13,0,0,2.475,
5,gpt-5.6-luna,bare,fqa-subs-inactive-count,num-filter,0,0.0,0.3,0,93,12,0,0,3.06,
5,gpt-5.6-luna,bare,fqa-subs-top-category,cat-groupby,0,0.0,0.8,0,101,12,0,0,2.877,
5,gpt-5.6-luna,bare,fqa-trip-avg-nights,num-avg,1,1.0,0.71,0,163,8,0,0,2.319,
5,gpt-5.6-luna,bare,fqa-trip-countries,distinct-count,1,1.0,0.71,0,159,5,0,0,3.841,
5,gpt-5.6-luna,bare,fqa-trip-leisure-nights,cat-filter,1,1.0,0.71,0,164,5,0,0,3.093,
5,gpt-5.6-luna,bare,fqa-trip-longest,text-max,1,1.0,0.71,0,939,12,0,0,2.998,
5,gpt-5.6-luna,bare,fqa-trip-total-nights,num-aggregate,1,1.0,0.71,0,161,6,0,0,2.866,
5,gpt-5.6-luna,bare,fqa-xf-contacts-nights,mf-join-aggregate,0,0.0,0.0,0,1218,5,0,0,3.405,
5,gpt-5.6-luna,bare,fqa-xf-contacts-visited,mf-join-filter,1,1.0,0.8,0,423,13,0,0,1.357,
5,gpt-5.6-luna,bare,fqa-xf-dining-cap-months,mf-doc-join,1,1.0,0.71,0,1830,5,0,0,2.197,
5,gpt-5.6-luna,bare,fqa-xf-lease-vs-spend,mf-doc-join,0,0.3333,0.0,0,2155,11,0,0,3.875,
5,gpt-5.6-luna,bare,fqa-xf-nationality-pages,mf-join-groupby,1,0.6667,0.8,0,365,5,0,0,3.148,
5,gpt-5.6-luna,bare,fqa-xf-run-goal,mf-doc-join,0,0.0,0.0,0,1521,8,0,0,1.205,
5,gpt-5.6-luna,bare,fqa-xf-sleep-screen,mf-join-aggregate,0,0.0,0.0,0,5640,8,0,0,0.973,
5,gpt-5.6-luna,fella,fqa-contacts-close-count,cat-filter,1,1.0,0.8,0,2845,63,1,0,5.267,
5,gpt-5.6-luna,fella,fqa-contacts-countries,distinct-count,1,1.0,0.8,0,3194,66,1,0,4.894,
5,gpt-5.6-luna,fella,fqa-contacts-out-of-touch,text-max,1,1.0,0.8,0,2856,75,1,0,6.149,
5,gpt-5.6-luna,fella,fqa-fin-avg-month-2024,num-avg,1,1.0,0.8,0,3315,112,1,0,5.954,
5,gpt-5.6-luna,fella,fqa-fin-groceries-delta,num-multistep,1,1.0,0.76,0,2798,149,1,1,6.052,
5,gpt-5.6-luna,fella,fqa-fin-peak-month-2024,temporal-max,1,1.0,0.8,0,3436,103,1,0,5.601,
5,gpt-5.6-luna,fella,fqa-fin-q1-2024,num-filter,1,1.0,0.8,0,2917,99,1,0,6.074,
5,gpt-5.6-luna,fella,fqa-fin-rent-2024,num-filter,1,1.0,0.8,0,2893,98,1,0,2.863,
5,gpt-5.6-luna,fella,fqa-fin-second-cat,cat-rank,1,1.0,0.8,0,2913,91,1,0,5.893,
5,gpt-5.6-luna,fella,fqa-fin-top-cat,cat-groupby,1,1.0,0.8,0,2880,89,1,0,2.726,
5,gpt-5.6-luna,fella,fqa-fin-total-2024,num-aggregate,1,1.0,0.8,0,2864,87,1,0,3.03,
5,gpt-5.6-luna,fella,fqa-fin-yoy,num-multistep,1,1.0,0.76,0,3313,172,1,1,4.555,
5,gpt-5.6-luna,fella,fqa-fit-avg-session,num-avg,1,1.0,0.8,0,2874,71,1,0,5.761,
5,gpt-5.6-luna,fella,fqa-fit-distinct-activities,distinct-count,1,1.0,0.8,0,2885,74,1,0,5.916,
5,gpt-5.6-luna,fella,fqa-fit-longest,num-max,1,1.0,0.725,0,2913,90,1,0,5.657,
5,gpt-5.6-luna,fella,fqa-fit-run-count,num-filter,1,1.0,0.8,0,2866,63,1,0,6.767,
5,gpt-5.6-luna,fella,fqa-fit-run-km,num-filter,1,1.0,0.8,0,2894,78,1,0,7.418,
5,gpt-5.6-luna,fella,fqa-fit-top-activity,cat-groupby,1,1.0,0.8,0,2910,80,1,0,5.618,
5,gpt-5.6-luna,fella,fqa-fit-total-distance,num-aggregate,1,1.0,0.8,0,3333,75,1,0,5.726,
5,gpt-5.6-luna,fella,fqa-fit-total-min,num-aggregate,1,1.0,0.8,0,2858,67,1,0,7.498,
5,gpt-5.6-luna,fella,fqa-goals-most-behind,text-lookup,1,1.0,0.8,0,2652,70,1,0,5.838,
5,gpt-5.6-luna,fella,fqa-jrnl-apr19,text-lookup,1,1.0,0.7333,0,2676,95,1,0,5.385,
5,gpt-5.6-luna,fella,fqa-jrnl-entries,text-count,1,1.0,0.8,0,3056,65,1,0,5.99,
5,gpt-5.6-luna,fella,fqa-jrnl-kyoto,text-search,1,1.0,0.65,0,2661,109,1,0,6.072,
5,gpt-5.6-luna,fella,fqa-jrnl-stressed,text-count,1,1.0,0.8,0,3222,79,1,0,7.346,
5,gpt-5.6-luna,fella,fqa-mf-most-over-budget,mf-join-compare,1,1.0,0.8,0,3327,171,1,0,5.638,
5,gpt-5.6-luna,fella,fqa-mf-pages-british,mf-join-aggregate,1,1.0,0.8,0,3292,82,1,0,6.373,
5,gpt-5.6-luna,fella,fqa-mf-rent-vs-budget,mf-join-compare,1,1.0,0.8,0,3235,160,1,0,5.767,
5,gpt-5.6-luna,fella,fqa-mf-run-days-minutes,mf-doc-join,1,1.0,0.8,0,4660,154,1,0,7.578,
5,gpt-5.6-luna,fella,fqa-notool,no-tool,1,1.0,0.8,0,1215,41,0,0,4.098,
5,gpt-5.6-luna,fella,fqa-pdf-deposit,text-lookup,1,1.0,0.7,0,2590,67,1,0,6.047,
5,gpt-5.6-luna,fella,fqa-pdf-parking,text-lookup,1,1.0,0.8,0,3108,67,1,0,5.563,
5,gpt-5.6-luna,fella,fqa-pdf-rent,text-lookup,1,1.0,0.8,0,2612,65,1,0,6.028,
5,gpt-5.6-luna,fella,fqa-read-avg-rating,num-avg,1,1.0,0.8,0,3028,75,1,0,5.576,
5,gpt-5.6-luna,fella,fqa-read-finished-count,bool-filter,1,1.0,0.8,0,3002,69,1,0,6.108,
5,gpt-5.6-luna,fella,fqa-read-finished-pages,num-aggregate,1,1.0,0.8,0,3035,76,1,0,5.196,
5,gpt-5.6-luna,fella,fqa-read-genres,distinct-count,0,0.0,0.3,0,1737,4,0,0,2.952,
5,gpt-5.6-luna,fella,fqa-read-longest,text-max,1,1.0,0.8,0,3047,86,1,0,5.726,
5,gpt-5.6-luna,fella,fqa-read-rated5,num-filter,1,1.0,0.75,0,3019,68,1,1,5.546,
5,gpt-5.6-luna,fella,fqa-read-top-genre-pages,cat-groupby,1,0.6667,0.8,0,3098,84,1,0,5.941,
5,gpt-5.6-luna,fella,fqa-read-unfinished,text-list,1,1.0,0.8,0,3031,78,1,0,5.848,
5,gpt-5.6-luna,fella,fqa-refusal,refusal,1,1.0,0.8,0,1494,21,0,0,2.697,
5,gpt-5.6-luna,fella,fqa-screen-days-over-150,num-filter,1,1.0,0.8,0,2860,93,1,0,5.946,
5,gpt-5.6-luna,fella,fqa-screen-second-app,cat-rank,1,1.0,0.8,0,3281,82,1,0,5.671,
5,gpt-5.6-luna,fella,fqa-screen-top-app,cat-groupby,1,1.0,0.8,0,2851,90,1,0,5.369,
5,gpt-5.6-luna,fella,fqa-screen-total,num-aggregate,1,1.0,0.8,0,2811,71,1,0,6.143,
5,gpt-5.6-luna,fella,fqa-sleep-at-least-8,num-filter,1,1.0,0.8,0,2834,68,1,0,6.315,
5,gpt-5.6-luna,fella,fqa-sleep-avg-hours,num-avg,1,1.0,0.8,0,2817,69,1,0,5.974,
5,gpt-5.6-luna,fella,fqa-subs-active-cost,num-filter,1,1.0,0.8,0,2866,78,1,0,5.791,
5,gpt-5.6-luna,fella,fqa-subs-cheapest,text-min,1,1.0,0.8,0,3230,85,1,0,5.045,
5,gpt-5.6-luna,fella,fqa-subs-inactive-count,num-filter,1,1.0,0.8,0,2829,61,1,0,8.189,
5,gpt-5.6-luna,fella,fqa-subs-top-category,cat-groupby,1,1.0,0.8,0,2924,92,1,0,6.044,
5,gpt-5.6-luna,fella,fqa-trip-avg-nights,num-avg,1,1.0,0.8,0,2833,71,1,0,6.021,
5,gpt-5.6-luna,fella,fqa-trip-countries,distinct-count,1,1.0,0.8,0,2814,67,1,0,5.516,
5,gpt-5.6-luna,fella,fqa-trip-leisure-nights,cat-filter,1,1.0,0.8,0,2860,78,1,0,5.926,
5,gpt-5.6-luna,fella,fqa-trip-longest,text-max,1,1.0,0.8,0,3204,78,1,0,5.628,
5,gpt-5.6-luna,fella,fqa-trip-total-nights,num-aggregate,1,1.0,0.8,0,2818,65,1,0,6.024,
5,gpt-5.6-luna,fella,fqa-xf-contacts-nights,mf-join-aggregate,1,1.0,0.8,0,3555,91,1,0,5.876,
5,gpt-5.6-luna,fella,fqa-xf-contacts-visited,mf-join-filter,1,1.0,0.8,0,3276,166,1,0,5.6,
5,gpt-5.6-luna,fella,fqa-xf-dining-cap-months,mf-doc-join,1,1.0,0.8,0,3327,156,1,0,6.066,
5,gpt-5.6-luna,fella,fqa-xf-lease-vs-spend,mf-doc-join,1,1.0,0.7167,0,3006,195,1,1,5.629,
5,gpt-5.6-luna,fella,fqa-xf-nationality-pages,mf-join-groupby,1,1.0,0.8,0,3317,104,1,0,5.96,
5,gpt-5.6-luna,fella,fqa-xf-run-goal,mf-doc-join,1,1.0,0.65,0,2992,139,1,1,5.958,
5,gpt-5.6-luna,fella,fqa-xf-sleep-screen,mf-join-aggregate,1,1.0,0.8,0,3224,131,1,0,5.974,
6,muse-glimmer-30b,bare,fqa-contacts-close-count,cat-filter,1,1.0,0.71,0,350,169,0,0,1.512,
6,muse-glimmer-30b,bare,fqa-contacts-countries,distinct-count,1,1.0,0.71,0,1127,148,0,0,1.825,
6,muse-glimmer-30b,bare,fqa-contacts-out-of-touch,text-max,1,1.0,0.8,0,347,212,0,0,2.216,
6,muse-glimmer-30b,bare,fqa-fin-avg-month-2024,num-avg,0,0.0,0.3,0,2503,1024,0,0,3.799,
6,muse-glimmer-30b,bare,fqa-fin-groceries-delta,num-multistep,1,1.0,0.71,0,1726,928,0,0,4.443,
6,muse-glimmer-30b,bare,fqa-fin-peak-month-2024,temporal-max,0,0.0,0.8,0,2536,1024,0,0,4.011,
6,muse-glimmer-30b,bare,fqa-fin-q1-2024,num-filter,1,1.0,0.71,0,1726,623,0,0,3.253,
6,muse-glimmer-30b,bare,fqa-fin-rent-2024,num-filter,1,1.0,0.71,0,1717,619,0,0,5.543,
6,muse-glimmer-30b,bare,fqa-fin-second-cat,cat-rank,0,0.0,0.8,0,1720,1024,0,0,4.129,
6,muse-glimmer-30b,bare,fqa-fin-top-cat,cat-groupby,0,0.0,0.8,0,1718,1024,0,0,3.652,
6,muse-glimmer-30b,bare,fqa-fin-total-2024,num-aggregate,0,0.0,0.3,0,1717,1024,0,0,9.49,
6,muse-glimmer-30b,bare,fqa-fin-yoy,num-multistep,0,0.0,0.3,0,1729,1024,0,0,3.17,
6,muse-glimmer-30b,bare,fqa-fit-avg-session,num-avg,0,0.0,0.3,0,1416,1024,0,0,10.573,
6,muse-glimmer-30b,bare,fqa-fit-distinct-activities,distinct-count,1,1.0,0.71,0,1416,426,0,0,4.58,
6,muse-glimmer-30b,bare,fqa-fit-longest,num-max,0,0.0,0.3,0,1414,1024,0,0,10.487,
6,muse-glimmer-30b,bare,fqa-fit-run-count,num-filter,0,0.0,0.3,0,1413,1024,0,0,10.548,
6,muse-glimmer-30b,bare,fqa-fit-run-km,num-filter,0,0.0,0.3,0,1413,1024,0,0,10.968,
6,muse-glimmer-30b,bare,fqa-fit-top-activity,cat-groupby,0,0.0,0.8,0,1414,1024,0,0,11.146,
6,muse-glimmer-30b,bare,fqa-fit-total-distance,num-aggregate,0,0.0,0.3,0,2200,1024,0,0,10.378,
6,muse-glimmer-30b,bare,fqa-fit-total-min,num-aggregate,0,0.0,0.3,0,1414,1024,0,0,11.082,
6,muse-glimmer-30b,bare,fqa-goals-most-behind,text-lookup,1,1.0,0.8,0,206,252,0,0,4.958,
6,muse-glimmer-30b,bare,fqa-jrnl-apr19,text-lookup,1,1.0,0.8,0,270,542,0,0,5.72,
6,muse-glimmer-30b,bare,fqa-jrnl-entries,text-count,1,1.0,0.71,0,1042,319,0,0,5.92,
6,muse-glimmer-30b,bare,fqa-jrnl-kyoto,text-search,1,1.0,0.8,0,265,381,0,0,7.458,
6,muse-glimmer-30b,bare,fqa-jrnl-stressed,text-count,1,1.0,0.71,0,267,320,0,0,5.763,
6,muse-glimmer-30b,bare,fqa-mf-most-over-budget,mf-join-compare,0,0.0,0.8,0,1781,1024,0,0,3.921,
6,muse-glimmer-30b,bare,fqa-mf-pages-british,mf-join-aggregate,1,1.0,0.71,0,390,391,0,0,2.877,
6,muse-glimmer-30b,bare,fqa-mf-rent-vs-budget,mf-join-compare,1,1.0,0.71,0,1769,858,0,0,5.765,
6,muse-glimmer-30b,bare,fqa-mf-run-days-minutes,mf-doc-join,1,0.6667,0.5733,0,1598,961,0,0,7.556,
6,muse-glimmer-30b,bare,fqa-notool,no-tool,1,1.0,0.8,0,94,263,0,0,3.102,
6,muse-glimmer-30b,bare,fqa-pdf-deposit,text-lookup,1,1.0,0.71,0,506,158,0,0,1.56,
6,muse-glimmer-30b,bare,fqa-pdf-parking,text-lookup,1,1.0,0.71,0,1288,111,0,0,1.276,
6,muse-glimmer-30b,bare,fqa-pdf-rent,text-lookup,1,1.0,0.71,0,505,133,0,0,1.674,
6,muse-glimmer-30b,bare,fqa-read-avg-rating,num-avg,1,1.0,0.71,0,313,246,0,0,4.353,
6,muse-glimmer-30b,bare,fqa-read-finished-count,bool-filter,1,1.0,0.71,0,310,172,0,0,1.384,
6,muse-glimmer-30b,bare,fqa-read-finished-pages,num-aggregate,1,1.0,0.71,0,316,219,0,0,2.083,
6,muse-glimmer-30b,bare,fqa-read-genres,distinct-count,1,1.0,0.71,0,1157,321,0,0,3.592,
6,muse-glimmer-30b,bare,fqa-read-longest,text-max,1,1.0,0.8,0,315,333,0,0,3.466,
6,muse-glimmer-30b,bare,fqa-read-rated5,num-filter,1,1.0,0.71,0,312,426,0,0,4.339,
6,muse-glimmer-30b,bare,fqa-read-top-genre-pages,cat-groupby,1,1.0,0.8,0,318,318,0,0,2.691,
6,muse-glimmer-30b,bare,fqa-read-unfinished,text-list,1,1.0,0.8,0,313,317,0,0,2.7,
6,muse-glimmer-30b,bare,fqa-refusal,refusal,1,0.6667,0.8,0,317,983,0,0,10.579,
6,muse-glimmer-30b,bare,fqa-screen-days-over-150,num-filter,0,0.0,0.3,0,4138,1024,0,0,6.341,
6,muse-glimmer-30b,bare,fqa-screen-second-app,cat-rank,0,0.0,0.8,0,4911,1024,0,0,5.788,
6,muse-glimmer-30b,bare,fqa-screen-top-app,cat-groupby,0,0.0,0.8,0,4130,1024,0,0,5.687,
6,muse-glimmer-30b,bare,fqa-screen-total,num-aggregate,0,0.0,0.3,0,4132,1024,0,0,6.779,
6,muse-glimmer-30b,bare,fqa-sleep-at-least-8,num-filter,1,1.0,0.71,0,1605,812,0,0,14.651,
6,muse-glimmer-30b,bare,fqa-sleep-avg-hours,num-avg,0,0.0,0.3,0,1603,1024,0,0,19.595,
6,muse-glimmer-30b,bare,fqa-subs-active-cost,num-filter,0,0.0,0.3,0,115,268,0,0,2.874,
6,muse-glimmer-30b,bare,fqa-subs-cheapest,text-min,0,0.0,0.8,0,890,378,0,0,3.309,
6,muse-glimmer-30b,bare,fqa-subs-inactive-count,num-filter,0,0.0,0.3,0,112,330,0,0,4.301,
6,muse-glimmer-30b,bare,fqa-subs-top-category,cat-groupby,0,0.0,0.8,0,119,300,0,0,3.205,
6,muse-glimmer-30b,bare,fqa-trip-avg-nights,num-avg,1,1.0,0.71,0,186,413,0,0,4.4,
6,muse-glimmer-30b,bare,fqa-trip-countries,distinct-count,1,1.0,0.71,0,181,195,0,0,2.211,
6,muse-glimmer-30b,bare,fqa-trip-leisure-nights,cat-filter,1,1.0,0.71,0,187,275,0,0,1.72,
6,muse-glimmer-30b,bare,fqa-trip-longest,text-max,1,1.0,0.8,0,960,278,0,0,2.736,
6,muse-glimmer-30b,bare,fqa-trip-total-nights,num-aggregate,1,1.0,0.71,0,184,225,0,0,1.571,
6,muse-glimmer-30b,bare,fqa-xf-contacts-nights,mf-join-aggregate,1,1.0,0.71,0,1237,491,0,0,4.478,
6,muse-glimmer-30b,bare,fqa-xf-contacts-visited,mf-join-filter,1,1.0,0.8,0,444,362,0,0,6.965,
6,muse-glimmer-30b,bare,fqa-xf-dining-cap-months,mf-doc-join,1,1.0,0.71,0,1845,465,0,0,5.182,
6,muse-glimmer-30b,bare,fqa-xf-lease-vs-spend,mf-doc-join,1,1.0,0.71,0,2163,935,0,0,8.684,
6,muse-glimmer-30b,bare,fqa-xf-nationality-pages,mf-join-groupby,1,1.0,0.8,0,386,634,0,0,11.916,
6,muse-glimmer-30b,bare,fqa-xf-run-goal,mf-doc-join,0,0.0,0.3,0,1536,1024,0,0,6.251,
6,muse-glimmer-30b,bare,fqa-xf-sleep-screen,mf-join-aggregate,0,0.0,0.3,0,5655,1024,0,0,18.873,
6,muse-glimmer-30b,fella,fqa-contacts-close-count,cat-filter,0,0.0,0.3,0,2032,231,0,0,1.758,
6,muse-glimmer-30b,fella,fqa-contacts-countries,distinct-count,0,0.3333,0.4667,0,2981,216,0,0,1.75,
6,muse-glimmer-30b,fella,fqa-contacts-out-of-touch,text-max,1,0.6667,0.8,0,3480,441,0,0,6.231,
6,muse-glimmer-30b,fella,fqa-fin-avg-month-2024,num-avg,1,0.6667,0.5333,0,3857,516,0,0,4.551,
6,muse-glimmer-30b,fella,fqa-fin-groceries-delta,num-multistep,1,1.0,0.8,0,6392,1039,2,0,7.745,
6,muse-glimmer-30b,fella,fqa-fin-peak-month-2024,temporal-max,1,1.0,0.7383,0,4749,615,1,0,5.445,
6,muse-glimmer-30b,fella,fqa-fin-q1-2024,num-filter,0,0.0,0.0,0,2058,314,0,0,2.044,
6,muse-glimmer-30b,fella,fqa-fin-rent-2024,num-filter,1,1.0,0.8,0,4220,385,1,0,3.682,
6,muse-glimmer-30b,fella,fqa-fin-second-cat,cat-rank,1,1.0,0.8,0,4211,398,1,0,3.544,
6,muse-glimmer-30b,fella,fqa-fin-top-cat,cat-groupby,1,0.6667,0.8,0,3473,373,0,0,2.725,
6,muse-glimmer-30b,fella,fqa-fin-total-2024,num-aggregate,0,0.3333,0.2667,0,2746,322,0,0,2.294,
6,muse-glimmer-30b,fella,fqa-fin-yoy,num-multistep,1,0.6667,0.5333,1,6637,1069,2,0,8.58,
6,muse-glimmer-30b,fella,fqa-fit-avg-session,num-avg,0,0.0,0.3,0,2043,242,0,0,2.352,
6,muse-glimmer-30b,fella,fqa-fit-distinct-activities,distinct-count,0,0.0,0.3,0,2050,209,0,0,1.64,
6,muse-glimmer-30b,fella,fqa-fit-longest,num-max,1,0.6667,0.5933,0,3501,358,0,0,3.116,
6,muse-glimmer-30b,fella,fqa-fit-run-count,num-filter,0,0.3333,0.4667,0,2754,256,0,0,1.996,
6,muse-glimmer-30b,fella,fqa-fit-run-km,num-filter,1,0.6667,0.6333,0,3482,238,0,0,3.404,
6,muse-glimmer-30b,fella,fqa-fit-top-activity,cat-groupby,1,0.6667,0.8,0,3502,267,0,0,2.033,
6,muse-glimmer-30b,fella,fqa-fit-total-distance,num-aggregate,0,0.3333,0.4667,0,3058,302,0,0,2.437,
6,muse-glimmer-30b,fella,fqa-fit-total-min,num-aggregate,0,0.0,0.3,0,2038,193,0,0,1.497,
6,muse-glimmer-30b,fella,fqa-goals-most-behind,text-lookup,1,1.0,0.8,1,6066,1020,2,0,7.072,
6,muse-glimmer-30b,fella,fqa-jrnl-apr19,text-lookup,1,1.0,0.8,0,4023,286,1,0,2.951,
6,muse-glimmer-30b,fella,fqa-jrnl-entries,text-count,1,1.0,0.8,0,6973,779,2,0,6.395,
6,muse-glimmer-30b,fella,fqa-jrnl-kyoto,text-search,1,1.0,0.8,0,4024,440,1,0,4.074,
6,muse-glimmer-30b,fella,fqa-jrnl-stressed,text-count,1,1.0,0.8,1,12823,1516,4,0,17.31,
6,muse-glimmer-30b,fella,fqa-mf-most-over-budget,mf-join-compare,1,1.0,0.7083,0,4548,864,1,1,6.563,
6,muse-glimmer-30b,fella,fqa-mf-pages-british,mf-join-aggregate,0,0.3333,0.4667,1,5955,552,1,0,4.102,
6,muse-glimmer-30b,fella,fqa-mf-rent-vs-budget,mf-join-compare,1,1.0,0.7333,0,4549,562,1,1,4.009,
6,muse-glimmer-30b,fella,fqa-mf-run-days-minutes,mf-doc-join,1,1.0,0.8,0,6910,741,2,0,5.447,
6,muse-glimmer-30b,fella,fqa-notool,no-tool,1,1.0,0.8,0,1865,204,0,0,1.94,
6,muse-glimmer-30b,fella,fqa-pdf-deposit,text-lookup,1,1.0,0.8,0,3929,264,1,0,2.818,
6,muse-glimmer-30b,fella,fqa-pdf-parking,text-lookup,1,1.0,0.8,0,4297,361,1,0,3.231,
6,muse-glimmer-30b,fella,fqa-pdf-rent,text-lookup,1,1.0,0.8,0,3928,223,1,0,2.341,
6,muse-glimmer-30b,fella,fqa-read-avg-rating,num-avg,1,0.6667,0.6333,0,3608,324,0,0,2.766,
6,muse-glimmer-30b,fella,fqa-read-finished-count,bool-filter,0,0.0,0.3,0,2109,227,0,0,1.78,
6,muse-glimmer-30b,fella,fqa-read-finished-pages,num-aggregate,1,1.0,0.8,0,4363,298,1,0,2.418,
6,muse-glimmer-30b,fella,fqa-read-genres,distinct-count,1,1.0,0.8,0,4873,373,1,0,2.981,
6,muse-glimmer-30b,fella,fqa-read-longest,text-max,0,0.3333,0.8,0,2873,310,0,0,2.787,
6,muse-glimmer-30b,fella,fqa-read-rated5,num-filter,1,1.0,0.5833,0,4214,404,1,1,3.676,
6,muse-glimmer-30b,fella,fqa-read-top-genre-pages,cat-groupby,0,0.3333,0.8,0,4597,576,1,0,4.312,
6,muse-glimmer-30b,fella,fqa-read-unfinished,text-list,0,0.3333,0.8,0,2857,354,0,0,3.318,
6,muse-glimmer-30b,fella,fqa-refusal,refusal,0,0.0,0.8,3,11297,2514,3,0,17.797,
6,muse-glimmer-30b,fella,fqa-screen-days-over-150,num-filter,1,1.0,0.6333,0,4059,532,1,1,4.623,
6,muse-glimmer-30b,fella,fqa-screen-second-app,cat-rank,1,1.0,0.8,0,4608,385,1,0,3.557,
6,muse-glimmer-30b,fella,fqa-screen-top-app,cat-groupby,1,0.6667,0.8,0,3463,346,0,0,3.049,
6,muse-glimmer-30b,fella,fqa-screen-total,num-aggregate,0,0.0,0.3,0,2020,220,0,0,1.811,
6,muse-glimmer-30b,fella,fqa-sleep-at-least-8,num-filter,1,1.0,0.74,0,2737,206,0,1,1.662,
6,muse-glimmer-30b,fella,fqa-sleep-avg-hours,num-avg,0,0.0,0.3,0,2017,222,0,0,1.626,
6,muse-glimmer-30b,fella,fqa-subs-active-cost,num-filter,1,1.0,0.8,0,4194,346,1,0,3.128,
6,muse-glimmer-30b,fella,fqa-subs-cheapest,text-min,0,0.3333,0.8,0,2997,361,0,0,2.71,
6,muse-glimmer-30b,fella,fqa-subs-inactive-count,num-filter,0,0.0,0.3,0,2026,211,0,0,2.006,
